# commit=0c3c0d9
# dirty=true
# gpu=NVIDIA GeForce RTX 4080 SUPER
# grid=512 chunk=8 density=50 scheme=2 seed=1337
# warmup=60 record=200
# present_mode=mailbox
frame,cpu_record_us,cpu_wait_us,gpu_exec_us,frame_wall_us,draw_calls,visible_instances
0,1439.1,16.6,670.368,1465.9,2,4096
1,1310.7,14.2,669.696,1327.5,2,4096
2,1310.6,11.1,670.176,1322.6,2,4096
3,1307.3,9.2,668.928,1317.2,2,4096
4,1303.4,7,669.76,1311,2,4096
5,1577.8,12.2,669.792,1590.8,2,4096
6,1312.1,10.8,669.248,1324.3,2,4096
7,1308.1,9.8,669.696,1319.2,2,4096
8,1308.4,8.3,670.272,1317.7,2,4096
9,1303,5.9,669.6,1309.5,2,4096
10,1305.2,5.4,669.024,1311.2,2,4096
11,1527.3,12.1,670.176,1540.7,2,4096
12,1310.4,9.8,669.824,1321.6,2,4096
13,1370.2,10.2,671.744,1381.7,2,4096
14,1352.9,10.1,669.504,1364.3,2,4096
15,1302.3,7,669.536,1310.3,2,4096
16,1305.7,9.8,671.488,1316.7,2,4096
17,1305.8,9.8,669.568,1316.7,2,4096
18,1309.1,10,669.44,1320.3,2,4096
19,1330,9.7,672.256,1340.9,2,4096
20,1303.7,6.2,668.896,1310.5,2,4096
21,1302.9,5.7,669.856,1309.2,2,4096
22,1470,11.4,669.792,1482.7,2,4096
23,1307,9.9,669.472,1318.2,2,4096
24,1421,9.9,670.048,1432.1,2,4096
25,1306.3,9.9,670.24,1317.4,2,4096
26,1308,9.8,668.928,1318.9,2,4096
27,1308.9,6.9,668.896,1316.7,2,4096
28,1306.2,5.8,669.728,1312.5,2,4096
29,1303.1,5.3,669.92,1308.9,2,4096
30,1302.9,5.6,669.696,1309.3,2,4096
31,1442.1,11.8,669.952,1455.4,2,4096
32,1350.6,10,669.824,1361.8,2,4096
33,1369.4,9.2,671.296,1379.8,2,4096
34,1310,10.4,669.696,1321.6,2,4096
35,1346.5,11.2,669.984,1359,2,4096
36,1524.9,10.6,672.48,1537,2,4096
37,1317.3,10.4,670.144,1328.9,2,4096
38,1315.4,10,669.28,1326.7,2,4096
39,1482.8,13.5,670.56,1497.6,2,4096
40,1357.2,12.3,670.208,1370.6,2,4096
41,1354.5,10,669.376,1365.9,2,4096
42,1482.5,9.6,669.184,1493.3,2,4096
43,1502,11.6,670.528,1515.1,2,4096
44,1309.3,10,670.4,1320.5,2,4096
45,1319.6,10,669.856,1330.8,2,4096
46,1336.7,9.9,670.144,1347.9,2,4096
47,1306.2,8.7,671.616,1316.1,2,4096
48,1308.6,9.6,670.208,1319.3,2,4096
49,2041.4,11.5,669.376,2054.7,2,4096
50,1376.9,9.7,670.496,1388.2,2,4096
51,1377.1,10,670.272,1388.4,2,4096
52,1307.7,9.6,670.24,1318.7,2,4096
53,1305.8,6.8,670.24,1313.3,2,4096
54,1304.1,8.2,669.856,1313.2,2,4096
55,1415.8,10.9,668.8,1427.5,2,4096
56,1478.5,22,670.016,1504.4,2,4096
57,1339.8,11.8,669.536,1353.6,2,4096
58,1428.5,11.7,672.352,1442.3,2,4096
59,1310.6,10.7,670.528,1322.8,2,4096
60,1303.7,7.1,669.568,1311.9,2,4096
61,1377.8,12.1,671.36,1390.7,2,4096
62,1314,10.3,669.376,1325.8,2,4096
63,1434.2,11.6,669.024,1447.2,2,4096
64,1308.6,10.1,671.2,1320,2,4096
65,1305,7.2,669.824,1313,2,4096
66,1306.6,8.6,669.216,1316.5,2,4096
67,1306.9,6.7,669.696,1314.3,2,4096
68,1328.7,10.4,669.536,1340.5,2,4096
69,1308.5,7.1,669.664,1316.5,2,4096
70,1472,10.7,669.728,1484.1,2,4096
71,1354.2,10.2,669.344,1365.6,2,4096
72,1304.7,9.7,669.792,1315.5,2,4096
73,1521.5,10.2,669.568,1533.4,2,4096
74,1304.3,9.9,669.12,1315.4,2,4096
75,1299.7,6.8,670.528,1307.3,2,4096
76,1305.8,9.9,669.344,1317,2,4096
77,1328.5,9.7,669.568,1339.3,2,4096
78,1304.8,9.6,672.576,1315.5,2,4096
79,1306.6,9.8,670.24,1317.7,2,4096
80,1305.2,6.5,669.664,1312.7,2,4096
81,1379.9,10.2,672.256,1391.3,2,4096
82,1307.3,9.6,670.144,1318.2,2,4096
83,1307.8,9.5,669.952,1318.5,2,4096
84,1379.9,10.3,670.944,1391.4,2,4096
85,1307.8,9.7,669.792,1318.9,2,4096
86,1299.6,5.5,669.12,1305.7,2,4096
87,1381.9,11.1,669.92,1393.8,2,4096
88,1308.3,6.6,669.888,1315.8,2,4096
89,1301.5,5.8,669.824,1308,2,4096
90,1300.7,5.1,669.984,1306.3,2,4096
91,1306,9.9,670.048,1317.2,2,4096
92,1306,13.3,669.536,1320.5,2,4096
93,1508.6,11.3,670.304,1520.9,2,4096
94,1309.1,9.1,668.8,1319.2,2,4096
95,1302.2,5.6,669.536,1308.4,2,4096
96,1309,9.8,670.016,1320,2,4096
97,1309.1,9.7,669.6,1320.1,2,4096
98,1301.7,6.7,669.312,1309.4,2,4096
99,1441.6,23.4,670.048,1468.9,2,4096
100,1311.4,10.3,670.016,1322.8,2,4096
101,1297.6,5.6,671.904,1303.8,2,4096
102,1304.5,9.7,669.024,1315.5,2,4096
103,1302.4,5.5,669.28,1308.4,2,4096
104,1345.4,10.2,672.512,1356.8,2,4096
105,1308.3,9.7,670.176,1319.2,2,4096
106,1302.5,7,669.408,1310.5,2,4096
107,1312.4,9.8,672.576,1323.5,2,4096
108,1309.4,10,670.24,1320.6,2,4096
109,1304.5,7.4,670.112,1312.8,2,4096
110,1310.5,9.6,671.2,1321.2,2,4096
111,1302.9,9.8,669.696,1314.1,2,4096
112,1309.6,9.6,669.472,1320.5,2,4096
113,1428.7,11,670.304,1440.5,2,4096
114,1307.9,10.1,669.408,1319.3,2,4096
115,1311.6,9.7,669.76,1322.5,2,4096
116,1308,9,669.952,1318.3,2,4096
117,1317.9,10.1,669.696,1329.3,2,4096
118,1306.2,8.4,669.312,1315.6,2,4096
119,1304.7,9.7,670.048,1315.8,2,4096
120,1306.2,10.1,670.24,1317.5,2,4096
121,1305.8,9.3,669.216,1316.4,2,4096
122,1547.7,9.6,670.368,1559,2,4096
123,1324.2,9.2,669.376,1334.7,2,4096
124,1334.1,5.4,670.88,1340.1,2,4096
125,1314.9,9.5,669.696,1325.7,2,4096
126,1383,10.9,669.056,1394.9,2,4096
127,1311,10,671.104,1322.1,2,4096
128,1308.7,9.8,669.888,1319.7,2,4096
129,1307.9,9.8,669.088,1318.9,2,4096
