# commit=0c3c0d9
# dirty=true
# gpu=NVIDIA GeForce RTX 4080 SUPER
# grid=512 chunk=4 density=50 scheme=1 seed=1337
# warmup=60 record=200
# present_mode=mailbox
frame,cpu_record_us,cpu_wait_us,gpu_exec_us,frame_wall_us,draw_calls,visible_instances
0,4550.3,14.3,625.696,4575.1,17723,16384
1,4604.5,12.1,626.4,4618.1,17723,16384
2,4536.6,13.5,625.664,4552,17723,16384
3,4534.6,10.5,625.536,4546.4,17723,16384
4,4624.1,14.5,625.472,4639.8,17723,16384
5,4535,9.2,625.888,4545.5,17723,16384
6,4667.5,8.8,625.984,4677.3,17723,16384
7,4527.6,13.6,625.696,4542.6,17723,16384
8,4540.6,10.1,625.728,4551.6,17723,16384
9,4592.9,14.1,626.048,4608.4,17723,16384
10,4613.8,12.4,626.336,4627.7,17723,16384
11,4816.4,14.9,625.984,4833,17723,16384
12,4550.6,12.3,625.952,4564.2,17723,16384
13,4538.2,9.2,626.112,4548.4,17723,16384
14,4786.4,14,626.016,4801.1,17723,16384
15,4528.2,8.7,625.408,4538.2,17723,16384
16,4636,8.5,626.336,4645.5,17723,16384
17,4692.3,22,625.728,4716.1,17723,16384
18,4527.2,18,626.208,4546.8,17723,16384
19,4676.8,15.9,626.432,4693.9,17723,16384
20,4727.4,16.3,625.536,4745.1,17723,16384
21,4593.9,15.8,626.08,4611.1,17723,16384
22,4624.9,21.5,625.952,4648.1,17723,16384
23,4526.4,14.4,626.016,4542.3,17723,16384
24,4667.7,19.3,625.664,4688.4,17723,16384
25,4550,11.4,626.016,4562.8,17723,16384
26,4631.5,15.5,626.336,4648.1,17723,16384
27,4549.6,17.4,626.08,4568.5,17723,16384
28,4633.4,14.2,625.856,4649.1,17723,16384
29,4560.9,16.7,626.304,4579,17723,16384
30,4529.9,12.5,625.344,4543.6,17723,16384
31,4690.1,15.4,625.92,4706.8,17723,16384
32,4648.6,18.5,625.984,4670.5,17723,16384
33,4684.1,13.9,626.688,4699.7,17723,16384
34,4613.6,15.3,626.176,4630.7,17723,16384
35,4567.2,14.1,626.272,4582.7,17723,16384
36,4676,17.4,626.208,4694.8,17723,16384
37,4798.6,17.2,625.952,4817.6,17723,16384
38,4630.7,12.2,626.048,4644.7,17723,16384
39,4578.8,14,626.208,4594.3,17723,16384
40,4531.7,10.5,625.568,4543.4,17723,16384
41,4639.6,14.6,626.432,4655.2,17723,16384
42,4552.3,10.2,625.888,4563.9,17723,16384
43,4685.7,13.1,626.368,4700.1,17723,16384
44,4634.7,14.3,625.568,4650.4,17723,16384
45,4544.9,9.2,626.176,4554.8,17723,16384
46,4761.5,14.8,625.536,4777.2,17723,16384
47,4546.2,10.4,625.376,4557.7,17723,16384
48,4632.1,8.7,625.92,4641.7,17723,16384
49,4536,13.2,625.44,4550.8,17723,16384
50,4529.7,9.3,625.696,4540.1,17723,16384
51,4654.8,13.9,625.952,4669.7,17723,16384
52,4541.7,12.7,625.568,4555.8,17723,16384
53,4801.9,12.5,626.016,4815.6,17723,16384
54,4596.1,12.8,625.888,4610.2,17723,16384
55,4519.8,8,626.048,4528.5,17723,16384
56,4679.5,13.3,626.368,4694,17723,16384
57,4545.9,9.1,625.664,4556.1,17723,16384
58,4628,7.3,625.632,4636,17723,16384
59,4768.5,18.8,625.536,4788.8,17723,16384
60,4525.7,15.4,626.304,4542.5,17723,16384
61,4620.9,13,625.6,4634.6,17723,16384
62,4641.6,17,626.048,4660,17723,16384
63,4762.3,14.6,625.952,4778.2,17723,16384
64,4516.4,14.3,626.24,4531.9,17723,16384
65,4619,9.6,625.632,4629.2,17723,16384
66,4752.5,14.3,626.24,4767.5,17723,16384
67,4558.5,9.6,625.472,4569.2,17723,16384
68,4689.8,13.6,625.536,4704.7,17723,16384
69,4539.2,12.9,625.888,4553.5,17723,16384
70,4532.3,10,626.016,4543.2,17723,16384
71,4759.3,15.6,626.144,4776.4,17723,16384
72,4538.5,10.4,625.824,4550.4,17723,16384
73,4646.2,8.6,625.792,4655.7,17723,16384
74,4570.1,22.7,626.4,4594.9,17723,16384
75,4878.4,25.8,625.44,4908.6,17723,16384
76,4591,20.8,626.208,4614.5,17723,16384
77,4565.5,17.3,625.696,4584.5,17723,16384
78,4657.8,19.8,625.536,4678.9,17723,16384
79,4601.8,17.4,626.24,4621.1,17723,16384
80,4527.1,16.2,626.048,4545.2,17723,16384
81,4708.6,17.6,626.272,4728,17723,16384
82,4528.2,14.6,625.952,4544.3,17723,16384
83,4607.8,15.5,626.208,4624.5,17723,16384
84,4647.7,16.7,625.92,4666.3,17723,16384
85,4536.5,13.6,625.92,4551.8,17723,16384
86,4547.3,15.7,625.664,4564.5,17723,16384
87,4685.5,15.9,625.696,4702.9,17723,16384
88,4683.2,13.7,626.432,4698.1,17723,16384
89,4542.1,10.9,625.92,4553.9,17723,16384
90,4618.6,10.9,626.336,4630.6,17723,16384
91,4534.3,13.2,625.632,4548.9,17723,16384
92,4523.5,10,626.048,4534.4,17723,16384
93,4690.9,13.9,626.24,4705.8,17723,16384
94,4553,12,625.952,4566.5,17723,16384
95,4615.8,11,625.6,4628.1,17723,16384
96,4527.9,13.6,627.488,4542.8,17723,16384
97,4528.2,14.2,625.792,4543.8,17723,16384
98,4576.1,15.9,625.92,4593.4,17723,16384
99,4526.6,13.5,626.368,4541.4,17723,16384
100,4701.7,9.9,625.44,4712.4,17723,16384
101,4537.9,13,626.272,4552.2,17723,16384
102,4528.3,7.9,626.24,4536.9,17723,16384
103,4815.1,17.8,626.432,4834.2,17723,16384
104,4523.2,12.6,626.08,4537,17723,16384
105,4581.4,11.3,626.208,4593.6,17723,16384
106,4543.5,13.4,625.792,4558.2,17723,16384
107,4530.1,13.3,625.664,4544.6,17723,16384
108,4712.3,15.7,625.952,4729.8,17723,16384
109,4554.9,8.9,625.504,4564.8,17723,16384
110,4662.9,7.7,625.472,4671.3,17723,16384
111,4549.9,17.3,625.568,4568.5,17723,16384
112,4530.9,11.4,625.6,4543.5,17723,16384
113,4745.4,14.7,625.696,4761.2,17723,16384
114,4543.4,10,625.568,4554.6,17723,16384
115,4591.9,8.8,625.824,4601.5,17723,16384
116,4521.3,10.8,626.368,4533.1,17723,16384
117,4599.5,15.7,625.664,4617,17723,16384
118,4660,16.8,626.144,4680.8,17723,16384
119,4737.6,13.9,626.496,4752.9,17723,16384
120,4683.8,12.8,625.632,4698.1,17723,16384
121,4553.6,18.4,626.208,4573.7,17723,16384
122,4575.5,15.1,626.112,4591.6,17723,16384
123,4556.1,16.6,625.696,4574.3,17723,16384
124,4544.2,13.7,625.632,4558.9,17723,16384
125,4692.7,17.2,626.144,4711.1,17723,16384
126,4532.1,12.5,626.208,4546.2,17723,16384
127,4546.8,17.2,625.824,4565.8,17723,16384
128,4717.7,15.5,626.368,4734.7,17723,16384
129,4610.5,16,625.824,4628.2,17723,16384
130,4627.6,13.6,625.792,4642.4,17723,16384
131,4534,12.7,625.632,4548,17723,16384
132,4560,10.7,625.856,4571.7,17723,16384
133,4575.5,13.4,625.408,4590,17723,16384
134,4706,12.6,625.792,4720.1,17723,16384
135,4584.3,13.7,625.952,4599.4,17723,16384
136,4523.3,8.8,625.792,4533.3,17723,16384
137,4565.8,8.4,626.432,4574.9,17723,16384
138,4598.3,12.7,625.728,4612.1,17723,16384
139,4602.1,14.5,625.472,4618,17723,16384
140,4648.7,14.1,625.92,4663.9,17723,16384
141,4566.3,12.8,626.336,4580.8,17723,16384
142,4742.5,12,625.888,4755.6,17723,16384
143,4529,12,625.696,4542.3,17723,16384
144,4530,12,626.016,4543.4,17723,16384
145,4856,14.5,626.016,4871.4,17723,16384
146,4615.2,13.4,625.856,4630,17723,16384
147,4697.8,12.7,625.472,4712,17723,16384
148,4540,13.4,625.696,4554.7,17723,16384
149,4711.6,14.1,626.528,4727.1,17723,16384
150,4609.5,14.2,625.568,4625.3,17723,16384
151,4586.7,15.4,626.464,4603.5,17723,16384
152,4590.9,13.7,625.44,4605.9,17723,16384
153,4547.4,12.7,625.984,4561.3,17723,16384
154,4720.5,14.3,625.888,4736.3,17723,16384
155,4656.7,19.7,625.792,4680.2,17723,16384
156,4523.5,11.3,626.336,4536.9,17723,16384
157,4969.5,15.4,626.368,4986.4,17723,16384
158,4624.1,14.2,625.824,4639.9,17723,16384
159,4517.8,14.2,625.824,4533.6,17723,16384
160,4560.1,13.8,625.632,4575.5,17723,16384
161,4770.6,13.4,625.92,4785.5,17723,16384
162,4747.1,15.5,625.632,4764.5,17723,16384
163,4796.9,16.8,626.208,4815.4,17723,16384
164,4511,14.3,625.92,4526.8,17723,16384
165,4526.5,13.9,625.856,4542,17723,16384
166,4528.5,12.1,625.92,4542,17723,16384
167,4683.5,14.2,626.112,4698.9,17723,16384
168,4726.7,13.6,626.208,4742.1,17723,16384
169,4509.4,12.8,625.536,4523.9,17723,16384
170,4689.8,13.6,626.432,4705,17723,16384
171,4540.7,15.1,625.888,4557.3,17723,16384
172,4869.8,13.6,625.76,4884.8,17723,16384
173,4711.2,13.1,625.984,4725.9,17723,16384
174,4654.8,12.7,625.984,4669.1,17723,16384
175,4525.5,13.5,625.472,4540.6,17723,16384
176,4524.3,11.8,625.44,4537.5,17723,16384
177,4612.8,14.4,625.92,4628.2,17723,16384
178,4530.8,9.4,625.76,4541.5,17723,16384
179,4543.8,14.9,626.176,4560,17723,16384
180,4631.7,13.1,626.24,4646.3,17723,16384
181,4624.4,13.1,626.4,4638.9,17723,16384
182,4593,13.8,626.144,4608.2,17723,16384
183,4725,13.3,625.536,4739.8,17723,16384
184,4762.3,15.7,626.4,4781.9,17723,16384
185,4515.4,11.5,625.728,4528.3,17723,16384
186,4526.5,8.6,625.952,4536.3,17723,16384
187,4839.2,13.5,626.08,4853.7,17723,16384
188,4530.9,13.6,625.408,4545.8,17723,16384
189,4641.5,13.5,626.272,4656.1,17723,16384
190,4566.9,13.4,625.952,4581.6,17723,16384
191,4534.9,11.6,626.272,4547.6,17723,16384
192,4620.2,14.8,626.336,4636.1,17723,16384
193,4761.9,13.5,626.016,4777,17723,16384
194,5645.4,12.6,625.664,5659.5,17723,16384
195,4738.7,13,625.6,4753.2,17723,16384
196,4590,12.4,625.856,4604,17723,16384
197,4638.6,14.6,625.92,4654.5,17723,16384
198,4524.6,9.7,625.408,4535.6,17723,16384
199,4668.8,13.2,626.016,4682.9,17723,16384

cpu_record_us_summary,avg,min,max,p1,p99,stddev
cpu_record,4621.29,4509.4,5645.4,4511,4878.4,115.203

cpu_wait_us_summary,avg,min,max,p1,p99,stddev
cpu_wait,13.6085,7.3,25.8,7.7,22,2.92186

gpu_exec_us_summary,avg,min,max,p1,p99,stddev
gpu_exec,625.934,625.344,627.488,625.376,626.528,0.321002

frame_wall_us_summary,avg,min,max,p1,p99,stddev
frame_wall,4636.35,4523.9,5659.5,4526.8,4908.6,116.022
