# commit=0c3c0d9
# dirty=true
# gpu=NVIDIA GeForce RTX 4080 SUPER
# grid=512 chunk=8 density=50 scheme=3 seed=1337
# warmup=60 record=200
# present_mode=mailbox
frame,cpu_record_us,cpu_wait_us,gpu_exec_us,frame_wall_us,draw_calls,visible_instances
0,14.9,9.6,682.656,31.5,2,4096
1,10.3,6.9,681.28,18.4,2,4096
2,14.7,9.5,681.728,26.1,2,4096
3,14.9,9.5,682.56,26.2,2,4096
4,14.7,9.6,682.592,25.9,2,4096
5,14.6,9.2,681.696,25.4,2,4096
6,11.8,7.6,681.664,20.5,2,4096
7,14.9,9.6,684.608,25.9,2,4096
8,14.6,9.7,682.08,25.7,2,4096
9,14.8,9.4,682.688,25.6,2,4096
10,15,9.7,682.208,25.8,2,4096
11,14.5,9.4,682.592,25.2,2,4096
12,18.5,11.5,682.112,32.1,2,4096
13,14.9,10.1,681.568,26.3,2,4096
14,15.3,10,681.696,26.5,2,4096
15,13.7,8.7,681.376,23.7,2,4096
16,14.8,9.3,684,25.5,2,4096
17,14.8,9.7,681.92,25.7,2,4096
18,14.5,9.6,681.6,25.4,2,4096
19,14.7,9.4,682.496,25.5,2,4096
20,14.7,9.5,682.112,25.6,2,4096
21,14.5,9.1,683.84,24.9,2,4096
22,14.5,9.3,681.504,25.1,2,4096
23,14.4,9.1,681.536,24.7,2,4096
24,31.5,20.3,681.376,55.3,2,4096
25,13.9,8.8,683.232,24.1,2,4096
26,14.9,9.8,682.816,26,2,4096
27,15.8,9.9,682.24,27,2,4096
28,14.7,9.3,682.432,25.3,2,4096
29,12.4,7.7,682.368,21.2,2,4096
30,14.7,9.2,684.544,25.2,2,4096
31,15,9.6,681.312,25.8,2,4096
32,14.6,9.1,682.08,24.8,2,4096
33,14.7,9.4,681.664,25.3,2,4096
34,14.5,9.2,681.696,25,2,4096
35,14.8,9.2,683.648,25.1,2,4096
36,14.4,9.1,682.848,24.8,2,4096
37,10.9,6.9,681.856,18.7,2,4096
38,11.6,7.4,681.28,19.9,2,4096
39,9.4,6,681.984,16.2,2,4096
40,12.3,7.6,682.688,20.8,2,4096
41,14.6,9.2,681.376,25.2,2,4096
42,9.7,6,681.376,16.6,2,4096
43,11.8,7.3,682.528,20.2,2,4096
44,14.7,9.4,683.68,25.4,2,4096
45,14.4,9.1,681.888,24.8,2,4096
46,10,6.1,681.088,16.9,2,4096
47,9.5,5.9,681.76,16.2,2,4096
48,9.8,6.2,681.792,16.9,2,4096
49,14.3,9.2,684.704,24.8,2,4096
50,14.4,8.8,681.312,24.5,2,4096
51,14.5,9.1,682.656,24.7,2,4096
52,14.4,8.9,682.272,24.6,2,4096
53,11.1,7.1,682.4,19.1,2,4096
54,32.5,21,682.784,57,2,4096
55,16.1,10.6,681.664,28.1,2,4096
56,15.8,10.2,682.496,27.4,2,4096
57,11.1,7.3,681.984,19.2,2,4096
58,9.6,6.8,682.368,17.2,2,4096
59,15.4,9.9,681.248,26.7,2,4096
60,11.3,7.3,681.984,19.4,2,4096
