frame,cpu_record_us,cpu_wait_us,gpu_exec_us,frame_wall_us,draw_calls,visible_instances
0,88.4,8,1986.08,106.6,2,256
1,90,9.4,1983.65,101,2,256
2,89.4,9.2,1985.98,100.2,2,256
3,149.6,11.1,2117.76,162,2,256
4,91.8,9.2,1983.42,102.3,2,256
5,89.6,9.3,1985.57,100,2,256
6,88.6,8.4,1973.7,98.2,2,256
7,93.3,13,1981.73,107.3,2,256
8,89.5,9.2,1983.71,99.8,2,256
9,126.2,22.9,1973.82,153.3,2,256
10,102,18.8,1985.22,124,2,256
11,104.7,12,1988.1,118,2,256
12,94.9,10.4,1983.97,106.7,2,256
13,89.9,10.1,1984.35,101.4,2,256
14,90,9.5,1973.06,100.7,2,256
15,92,9.5,1983.1,102.9,2,256
16,89.4,9.3,1973.18,99.9,2,256
17,112,11.2,1973.44,124.4,2,256
18,92.1,9.3,1985.76,102.4,2,256
19,103.9,9.6,1988.38,114.8,2,256
20,104.8,11.1,1981.98,117.3,2,256
21,89.8,9.4,1985.92,100.3,2,256
22,89.5,9.1,1974.5,99.9,2,256
23,92.7,9.9,1983.07,103.7,2,256
24,89.7,9.2,1984.67,100,2,256
25,89.7,9,2064.83,100,2,256
26,89.7,9.4,1982.56,100.2,2,256
27,89.8,9.4,1986.5,100.3,2,256
28,132.5,13.8,1983.65,148,2,256
29,90.5,10.5,1987.01,102.2,2,256
30,90.2,9.2,2008.8,100.5,2,256
31,92.6,9.5,1982.46,103.4,2,256
32,87.7,6.9,1984.83,95.5,2,256
33,88.4,8.1,2066.66,97.6,2,256
34,125.5,11.6,1979.3,138.4,2,256
35,89.6,9.2,1987.94,100,2,256
36,101.4,10.4,2009.28,113.6,2,256
37,89.8,9.5,1987.07,100.4,2,256
38,89.8,9.6,1984.61,100.5,2,256
39,92.9,9.5,1983.94,103.9,2,256
40,89.9,9.2,1986.24,100.2,2,256
41,89.7,9.2,2064.19,100.1,2,256
42,89.8,9.2,1982.05,100.2,2,256
43,87.5,7,1986.08,95.4,2,256
44,89.6,9.1,1972.67,99.9,2,256
45,89.5,9.3,1985.02,100.1,2,256
46,89.7,9.2,1984.99,100.2,2,256
47,90.3,9.8,1982.59,101.4,2,256
48,90.2,9.5,2063.26,101.1,2,256
49,90.3,9.2,1973.18,100.6,2,256

cpu_record_us_summary,avg,min,max,p1,p99,stddev
cpu_record,95.408,87.5,149.6,87.5,132.5,12.6046

cpu_wait_us_summary,avg,min,max,p1,p99,stddev
cpu_wait,10.088,6.9,22.9,6.9,18.8,2.53619

gpu_exec_us_summary,avg,min,max,p1,p99,stddev
gpu_exec,1992.88,1972.67,2117.76,1972.67,2066.66,29.0968

frame_wall_us_summary,avg,min,max,p1,p99,stddev
frame_wall,107.016,95.4,162,95.4,153.3,14.4678
