frame,cpu_record_us,cpu_wait_us,gpu_exec_us,frame_wall_us,draw_calls,visible_instances
0,91.8,9.6,181.824,113.1,2,256
1,91.9,9.1,181.312,103.4,2,256
2,90.6,7.8,181.024,99.9,2,256
3,91,8.1,180.8,100.6,2,256
4,91.7,6.8,180.896,99.2,2,256
5,88.6,6.6,180.416,96.1,2,256
6,92,9.7,181.696,102.9,2,256
7,94.7,9.4,181.408,105.5,2,256
8,91.8,9.6,182.176,102.6,2,256
9,89.8,7.3,180.448,98.1,2,256
10,93.5,10,180.832,104.8,2,256
11,91.4,9.4,180.576,102.2,2,256
12,94.5,7,180.896,102.5,2,256
13,89.2,6.7,181.152,96.8,2,256
14,88.3,5.6,181.056,94.4,2,256
15,94.5,9.5,181.984,105,2,256
16,87.9,5.4,180.768,94,2,256
17,91.8,9.4,181.28,102.4,2,256
18,93.9,9.5,180.608,104.7,2,256
19,88.8,6.5,181.664,96.2,2,256
20,94.3,9.5,180.768,105,2,256
21,91.4,9,180.512,101.5,2,256
22,91.2,8.9,181.088,101.5,2,256
23,94,9.1,182.08,104.5,2,256
24,126.1,9.6,181.28,136.8,2,256
25,92.1,9.4,181.44,102.7,2,256
26,92.1,9.4,180.832,102.7,2,256
27,91.8,9.5,180.704,102.4,2,256
28,126.4,8.5,181.056,136.1,2,256
29,91.5,9.5,180.448,102.2,2,256
30,91.8,9.2,181.376,102.2,2,256
31,94,9.4,181.312,104.8,2,256
32,91.9,9.5,180.928,102.8,2,256
33,91.7,9.4,181.088,102.5,2,256
34,136.6,9.7,180.768,147.7,2,256
35,91.5,9.3,180.576,102.2,2,256
36,123,8.9,180.352,133.1,2,256
37,90,7.4,180.864,98.3,2,256
38,92.6,9.5,181.664,103.5,2,256
39,131.4,9.4,180.448,142.1,2,256
40,91.5,8.5,181.824,101.1,2,256
41,91.7,9.2,181.376,102.3,2,256
42,91.5,9.3,180.864,102.1,2,256
43,129.8,9.7,181.76,140.9,2,256
44,135.8,10,181.248,146.9,2,256
45,105.7,7.6,181.216,114.4,2,256
46,122.8,8,181.216,131.8,2,256
47,117.5,7,180.96,125.3,2,256
48,89.6,6.6,180.64,97.1,2,256
49,193.3,7.8,182.08,202.1,2,256

cpu_record_us_summary,avg,min,max,p1,p99,stddev
cpu_record,100.446,87.9,193.3,87.9,136.6,19.3894

cpu_wait_us_summary,avg,min,max,p1,p99,stddev
cpu_wait,8.616,5.4,10,5.4,10,1.21266

gpu_exec_us_summary,avg,min,max,p1,p99,stddev
gpu_exec,181.112,180.352,182.176,180.352,182.08,0.480077

frame_wall_us_summary,avg,min,max,p1,p99,stddev
frame_wall,110.46,94,202.1,94,147.7,19.5291
