frame,cpu_us,gpu_us,total_us,draw_calls,visible_instances
226,4949.04,171.264,5120.3,146,82
227,5228.65,171.552,5400.2,146,82
228,5501.8,171.104,5672.9,146,82
229,4967.69,171.008,5138.7,146,82
230,5846.03,171.168,6017.2,146,82
231,5199.43,171.072,5370.5,146,82
232,5026.47,171.232,5197.7,146,82
233,5306.76,170.24,5477,146,82
234,6739.47,172.128,6911.6,146,82
235,2129.28,170.72,2300,146,82
236,5253.32,175.584,5428.9,146,82
237,7832.68,174.624,8007.3,146,82
238,2838.2,170.496,3008.7,146,82
239,5116.31,170.592,5286.9,146,82
240,5239.08,171.424,5410.5,146,82
241,5138.95,170.848,5309.8,146,82
242,5345.5,171.104,5516.6,146,82
243,6474.93,171.168,6646.1,146,82
244,4269.85,171.552,4441.4,146,82
245,5067.68,170.816,5238.5,146,82
246,5098.62,170.784,5269.4,146,82
247,5235.35,171.552,5406.9,146,82
248,5325.9,171.104,5497,146,82
249,5180.26,171.136,5351.4,146,82
250,5169.34,171.36,5340.7,146,82
251,5393.98,171.52,5565.5,146,82
252,5199.65,171.648,5371.3,146,82
253,5370.36,163.744,5534.1,146,82
254,5398.56,163.84,5562.4,146,82
255,5122.36,163.84,5286.2,146,82
256,5288.34,164.256,5452.6,146,82
257,7852.78,163.424,8016.2,146,82
258,2892.9,164.096,3057,146,82
259,5291.21,164.192,5455.4,146,82
260,7705.98,164.224,7870.2,146,82
261,2879.07,164.032,3043.1,146,82
262,5348.64,163.456,5512.1,146,82
263,5585.65,164.448,5750.1,146,82
264,5162.08,163.616,5325.7,146,82
265,5196.96,163.84,5360.8,146,82
266,5368.18,163.616,5531.8,146,82
267,6975.78,164.224,7140,146,82
268,3223.91,163.488,3387.4,146,82
269,5230.86,163.84,5394.7,146,82
270,5336.73,163.872,5500.6,146,82
271,6119.67,163.328,6283,146,82
272,5045.75,163.648,5209.4,146,82
273,5580.58,163.616,5744.2,146,82
274,6571.76,163.744,6735.5,146,82
275,4029.9,164,4193.9,146,82
276,5318.45,163.648,5482.1,146,82
277,5540.98,164.32,5705.3,146,82
278,5135.97,164.032,5300,146,82
279,5282.6,164.096,5446.7,146,82
280,7057.49,163.808,7221.3,146,82
281,3516.71,164.288,3681,146,82
282,6136.8,173.696,6310.5,146,82
283,7835.17,176.832,8012,146,82
284,2548.14,182.56,2730.7,146,82
285,5928.98,170.72,6099.7,146,82
286,6457.44,171.36,6628.8,146,82
287,4144.1,171.296,4315.4,146,82
288,6573.47,171.232,6744.7,146,82
289,3921,171.296,4092.3,146,82
290,5446.65,170.848,5617.5,146,82
291,5013.02,189.984,5203,146,82
292,4307.38,170.816,4478.2,146,82
293,5193.2,179.904,5373.1,146,82
294,6388.11,170.592,6558.7,146,82
295,3819.17,171.232,3990.4,146,82
296,5621.14,170.56,5791.7,146,82
297,5198.31,170.592,5368.9,146,82
298,5032.36,171.744,5204.1,146,82
299,6130.33,179.872,6310.2,146,82

CPU_us_summary,avg,min,max,p1,p99,stddev
CPU,5253.14,1662.58,8609.11,2129.28,7961.41,1038.08

GPU_us_summary,avg,min,max,p1,p99,stddev
GPU,169.817,162.944,189.984,163.2,187.904,7.23134

Total_us_summary,avg,min,max,p1,p99,stddev
Total,5422.96,1842,8787.7,2300,8124.8,1037.74
