frame,cpu_record_us,cpu_wait_us,gpu_exec_us,frame_wall_us,draw_calls,visible_instances
0,387.4,13.5,65.632,606.3,2,82
1,310.6,7,65.472,318.8,2,82
2,388.1,12.1,65.44,401.8,2,82
3,315,33,65.92,349.4,2,82
4,314.1,9.8,65.792,325,2,82
5,313.7,7.4,65.888,322.1,2,82
6,348.6,7.4,65.312,356.9,2,82
7,383.4,11.2,66.496,395.4,2,82
8,326.1,6.8,65.376,334,2,82
9,310.1,6.7,65.056,317.6,2,82
10,323.5,6.6,65.216,331,2,82
11,310.5,5.7,65.408,316.9,2,82
12,373.8,12,65.248,387.3,2,82
13,495.5,12.7,65.888,509.8,2,82
14,503.8,11.2,65.312,516.4,2,82
15,585.4,12.4,66.432,599.3,2,82
16,313.7,9.8,65.088,324.8,2,82
17,336.1,10.5,65.792,347.4,2,82
18,331.1,10.8,65.088,343.7,2,82
19,325.1,8.9,66.112,335.1,2,82
20,310.9,6.9,65.44,318.6,2,82
21,328.8,9.6,65.76,339.6,2,82
22,331.7,7.8,65.856,340.5,2,82
23,309.5,6.2,65.824,316.6,2,82
24,308.6,5.8,65.6,315.1,2,82
25,335.6,12.4,66.688,350.7,2,82
26,319.7,7.9,65.088,328.6,2,82
27,367,13.1,65.696,381.7,2,82
28,321.3,6.5,65.856,328.9,2,82
29,323,6.3,65.536,329.9,2,82
30,308,5.8,65.248,314.6,2,82
31,307.3,5.9,65.12,313.8,2,82
32,447.2,12.2,65.6,460.2,2,82
33,455.9,14.3,65.376,471.8,2,82
34,420.3,10.5,65.088,432,2,82
35,327.2,8.1,65.824,336.5,2,82
36,341.4,11.3,65.344,354,2,82
37,400.3,10.7,65.024,412.3,2,82
38,310.7,7.3,65.952,318.7,2,82
39,314.5,8,65.76,323.8,2,82
40,352.5,10.9,65.056,364.1,2,82
41,309.4,6,65.312,316.5,2,82
42,322.8,6.7,65.376,330.2,2,82
43,312.7,7.9,65.728,321.1,2,82
44,312.6,9.6,66.208,323.4,2,82
45,336.9,10.6,65.28,348.4,2,82
46,325.6,7,65.312,333.5,2,82
47,346.6,7.3,65.664,354.8,2,82
48,308.3,5.8,64.864,314.6,2,82
49,334.3,6.3,65.664,341.2,2,82
50,307.3,5.5,65.952,313.6,2,82
51,312.2,7,65.344,319.9,2,82
52,333.2,10.5,65.76,344.5,2,82
53,309.2,5.8,65.312,315.9,2,82
54,486.9,43.3,66.72,532.3,2,82
55,459.4,11.1,65.152,472.3,2,82
56,494.5,13.7,65.312,510.2,2,82
57,311.2,7.7,65.504,320.1,2,82
58,333.6,8.1,64.864,342.6,2,82
59,309.4,6.6,65.824,317,2,82
60,339.5,7.3,65.504,347.3,2,82
61,308.8,5.7,65.568,315.2,2,82
62,318.5,8.6,66.496,328.1,2,82
63,344.4,10.8,66.72,356.1,2,82
64,309.1,6.1,65.504,316.4,2,82
65,322.8,6.5,65.632,330,2,82
66,343.9,10.8,65.728,355.4,2,82
67,324.4,6.4,65.344,331.8,2,82
68,362.5,11.5,65.376,375.8,2,82
69,336.8,9.1,65.248,346.9,2,82
70,308.2,6.5,65.376,315.5,2,82
71,326.3,9.7,65.696,337.2,2,82
72,330,6.9,66.176,337.7,2,82
73,541.5,12.2,65.824,555.6,2,82
74,499.7,15.5,66.08,516.8,2,82
75,374,10.6,66.24,386.1,2,82
