frame,cpu_record_us,cpu_wait_us,gpu_exec_us,frame_wall_us,draw_calls,visible_instances
0,334.4,9.6,703.904,353.7,2,1024
1,380.2,10.6,703.072,392.5,2,1024
2,337,9.6,704.288,348.2,2,1024
3,337.3,9.8,703.904,348.8,2,1024
4,349.5,7.2,704.192,357.8,2,1024
5,370.5,10.7,703.168,382.6,2,1024
6,335.5,9.1,703.232,346.2,2,1024
7,423.2,18.8,703.296,444.8,2,1024
8,333.8,9.9,703.808,345.2,2,1024
9,487.8,13.5,703.808,503.3,2,1024
10,454.6,11.8,703.584,467.8,2,1024
11,335.5,8.7,703.616,345.4,2,1024
12,334.1,9.6,703.36,345.1,2,1024
13,334.3,9.4,703.104,345.1,2,1024
14,336.5,9.5,704.16,347.2,2,1024
15,336.6,9.6,702.624,347.4,2,1024
16,331.1,5.8,703.456,337.5,2,1024
17,334.3,9.7,704.608,344.8,2,1024
18,336.6,9.5,702.848,347.3,2,1024
19,423,10,704.512,434.4,2,1024
20,483.6,12.9,702.272,498,2,1024
21,447.1,10.8,702.624,459.2,2,1024
22,334.5,9.4,703.168,345.2,2,1024
23,355,10.7,703.072,366.8,2,1024
24,382.4,9.6,703.616,393.4,2,1024
25,347.2,10.5,703.488,358.8,2,1024
26,333.5,5.9,702.912,340.4,2,1024
27,353.7,10.5,704.896,365.4,2,1024
28,330.7,5.7,702.72,337.4,2,1024
29,359.7,10.5,703.616,371.5,2,1024
30,333.8,9.6,703.488,344.6,2,1024
31,331.3,5.9,703.008,337.9,2,1024
32,451.7,12.6,704.864,465.8,2,1024
33,640.7,27.2,703.136,669.3,2,1024
34,347,9.5,703.872,357.8,2,1024
35,346.1,10.2,704.16,357.2,2,1024
36,330.5,6.2,702.432,337.7,2,1024
37,330.9,6.4,704.96,338.2,2,1024
38,348.4,10.3,703.296,360.1,2,1024
39,376.7,9.9,703.776,387.8,2,1024
40,531.7,12.4,702.4,547,2,1024
41,334.1,9.5,702.272,344.8,2,1024
42,333.5,9.3,705.056,344,2,1024
43,526.2,10.9,703.456,538.4,2,1024
44,528.6,11.2,704.096,541.3,2,1024
45,515.6,19.5,702.976,537.8,2,1024
46,334,9.6,703.552,344.7,2,1024
47,331.7,6.2,703.328,338.6,2,1024
48,335.2,8.5,703.072,344.7,2,1024
49,333.1,9.5,703.04,343.8,2,1024
50,340.1,5.9,702.688,346.7,2,1024
51,330.9,5.9,702.624,337.3,2,1024
52,329.5,5.5,705.056,335.5,2,1024
53,333.4,9.4,703.84,344,2,1024
54,455.9,12.4,703.168,469.8,2,1024
55,522,17.5,702.528,541.2,2,1024
56,413.9,13.5,702.688,428.9,2,1024
57,334.3,9.4,704.224,344.8,2,1024
58,334.2,9.3,703.36,344.7,2,1024
59,330.3,6.2,703.392,337.3,2,1024
60,331.4,5.2,702.624,337.2,2,1024
61,359.7,6.3,702.464,366.7,2,1024
62,330.5,6.4,704.224,337.8,2,1024
63,351.6,10.5,703.264,363.4,2,1024
64,374,9.8,702.88,384.9,2,1024
65,409.7,9.9,702.784,421,2,1024
