frame,cpu_record_us,cpu_wait_us,gpu_exec_us,frame_wall_us,draw_calls,visible_instances
0,10.9,6.9,706.4,27.2,2,1024
1,9.4,5.4,706.464,15.5,2,1024
2,14.8,9.2,708.224,25,2,1024
3,17.8,11.1,706.848,30.3,2,1024
4,43.7,9.5,706.432,54.5,2,1024
5,14.7,9,706.56,24.8,2,1024
6,13.4,8.2,707.072,22.6,2,1024
7,10,6,706.528,16.8,2,1024
8,14.5,9.4,709.408,25.2,2,1024
9,14.8,9.3,707.36,25.5,2,1024
10,48.9,9.7,707.104,59.9,2,1024
11,14.7,9.1,709.856,25.2,2,1024
12,14.6,9.4,707.616,25.2,2,1024
13,13,7.8,706.784,22,2,1024
14,13.4,8.4,706.304,22.8,2,1024
15,14.2,8.3,706.816,23.7,2,1024
16,15,9.4,707.104,25.7,2,1024
17,14.9,9.4,706.24,25.5,2,1024
18,14.9,9.4,706.432,25.5,2,1024
19,14.9,9.2,707.36,25.4,2,1024
20,14.8,9.4,707.264,25.5,2,1024
21,15,22.7,707.456,39,2,1024
22,11.9,7.4,707.264,20.3,2,1024
23,11.9,7.2,706.72,19.9,2,1024
24,11.7,7.1,706.88,19.7,2,1024
25,11.8,7.4,707.008,20,2,1024
26,14.9,9.2,706.944,25.4,2,1024
27,36.8,26,707.904,64.2,2,1024
28,16.4,10,707.776,27.5,2,1024
29,16.5,10,706.496,28,2,1024
30,14.8,9.4,706.688,25.4,2,1024
31,10.1,6.2,707.104,16.9,2,1024
32,14.6,9.3,707.424,25.2,2,1024
33,14.5,9.2,706.4,25,2,1024
34,14.8,9.2,707.712,25.2,2,1024
35,14.7,9.1,706.688,25,2,1024
36,11.7,7.2,707.168,19.7,2,1024
37,14.6,9.2,706.272,25.1,2,1024
38,14.7,9.3,706.88,25.3,2,1024
39,14.7,9.3,706.592,25.2,2,1024
40,14.7,9.2,707.296,25.1,2,1024
41,10.7,6.5,707.168,17.9,2,1024
42,9.6,5.5,706.528,15.7,2,1024
43,14.7,9.4,707.36,25.4,2,1024
44,14.6,9.3,707.776,25.2,2,1024
45,14.6,9.2,706.816,25.2,2,1024
46,14.6,9.1,707.008,25,2,1024
47,15,9.5,707.008,25.5,2,1024
48,14.1,8.8,706.56,24.2,2,1024
49,14.7,9,706.88,24.8,2,1024
50,14.6,9.1,706.688,25,2,1024
51,12,7.4,705.92,20.4,2,1024
52,11.1,6.8,707.2,18.8,2,1024
53,9.2,5.5,706.272,15.4,2,1024
54,11.1,6.9,706.816,18.8,2,1024
55,14.6,9.1,706.752,25,2,1024
56,14.8,9.2,708.32,25.3,2,1024
57,14.5,9,706.304,24.7,2,1024
58,11.2,6.6,707.744,18.8,2,1024
59,14.8,9.2,706.976,25.3,2,1024
60,14,8.7,705.952,23.8,2,1024
61,14.6,9.1,706.368,24.8,2,1024
62,15.9,9.8,707.968,26.9,2,1024
63,15,9.4,707.136,25.5,2,1024
64,12.9,8,707.072,22.1,2,1024
65,11.6,6.9,706.688,19.3,2,1024
66,9.4,5.5,706.112,15.5,2,1024
67,8.2,5,706.784,13.7,2,1024
68,9.5,6,707.328,16.3,2,1024
69,14.7,9.3,707.712,25.1,2,1024
