frame,cpu_record_us,cpu_wait_us,gpu_exec_us,frame_wall_us,draw_calls,visible_instances
0,19.8,9.4,183.04,39.4,2,256
1,11,6.9,184.576,19,2,256
2,11.6,7.5,183.424,20.3,2,256
3,16.2,8.6,183.744,26,2,256
4,15,9.5,183.52,25.9,2,256
5,15,9.5,183.52,25.7,2,256
6,17.2,9.3,183.104,27.9,2,256
7,11.1,7,183.584,18.9,2,256
8,10.8,6.5,182.88,18.1,2,256
9,11.9,6.4,183.456,19,2,256
10,11.2,7.4,183.52,19.4,2,256
11,12.6,6.5,183.392,19.8,2,256
12,10,6.1,183.648,16.9,2,256
13,10.3,6.2,183.808,17.3,2,256
14,17.3,9.2,183.68,27.7,2,256
15,10.7,6.6,183.648,18,2,256
16,14.6,9.1,183.648,24.9,2,256
17,17.3,9.3,183.904,27.9,2,256
18,13.8,8.4,183.328,23.2,2,256
19,13.6,8.2,182.688,22.9,2,256
20,17.5,9.4,183.616,28.2,2,256
21,14.5,9.4,183.808,25.3,2,256
22,14,9,183.52,24.3,2,256
23,14.7,7.9,183.584,23.6,2,256
24,10.7,7.1,183.392,18.7,2,256
25,10.7,6.5,182.976,18,2,256
26,11.6,7.1,183.296,19.6,2,256
27,14.6,9.2,201.152,25.2,2,256
28,14.6,9.2,185.024,25.1,2,256
29,14.5,9.2,183.104,25,2,256
30,12.6,7.7,183.68,21.4,2,256
31,11.4,7.4,183.712,19.7,2,256
32,14.7,60.6,183.456,76.5,2,256
33,11.2,6.9,182.848,18.8,2,256
34,13.7,8.5,183.712,23.4,2,256
35,13.2,8.5,183.072,22.8,2,256
36,11.5,7.3,183.2,19.8,2,256
37,10.7,6.7,182.944,18.2,2,256
38,11.4,7.7,183.392,19.9,2,256
39,12,7.8,184.224,20.8,2,256
40,14.6,9.3,183.52,25.2,2,256
41,38.9,9.6,182.912,49.7,2,256
42,14,8.8,183.936,23.8,2,256
43,14.5,9,183.744,24.8,2,256
44,12.5,7.5,183.904,20.9,2,256
45,50.8,9.3,184,61.2,2,256
46,13.7,8.6,183.744,23.4,2,256
47,12,7,183.392,19.8,2,256
48,9.8,5.7,183.04,16.2,2,256
49,12.4,7.7,183.872,21,2,256

cpu_record_us_summary,avg,min,max,p1,p99,stddev
cpu_record,14.48,9.8,50.8,9.8,38.9,6.69077

cpu_wait_us_summary,avg,min,max,p1,p99,stddev
cpu_wait,9.064,5.7,60.6,5.7,9.6,7.44856

gpu_exec_us_summary,avg,min,max,p1,p99,stddev
gpu_exec,183.878,182.688,201.152,182.688,185.024,2.50408

frame_wall_us_summary,avg,min,max,p1,p99,stddev
frame_wall,24.77,16.2,76.5,16.2,61.2,10.6758
