frame,cpu_record_us,cpu_wait_us,gpu_exec_us,frame_wall_us,draw_calls,visible_instances
0,230.4,6.3,53.76,245.3,146,82
1,283.1,11.5,53.92,295.9,146,82
2,251.5,9.2,54.656,261.6,146,82
3,236.5,11.4,55.04,248.8,146,82
4,288,22.8,53.952,314.1,146,82
5,263.9,12.8,54.56,277.8,146,82
6,253,8.9,54.016,262.6,146,82
7,253.1,8.4,54.464,262.3,146,82
8,225.3,13.5,54.56,239.9,146,82
9,252.7,9.6,53.568,263.2,146,82
10,252.1,8.6,54.144,261.6,146,82
11,229.9,10.6,54.112,241.6,146,82
12,224.6,10.5,54.176,236.5,146,82
13,225.8,13.2,54.208,240.3,146,82
14,224.9,10.5,53.856,236.6,146,82
15,233.7,10.7,54.432,245.6,146,82
16,238.3,6.9,53.76,245.8,146,82
17,225.4,10.9,54.176,237.5,146,82
18,225.2,12.9,54.08,239.4,146,82
19,225.2,10.5,54.912,237.1,146,82
20,224.9,10.6,54.112,236.7,146,82
21,221.9,6.1,54.24,228.8,146,82
22,225.1,10.3,54.368,236.5,146,82
23,233.9,12.9,54.656,247.8,146,82
24,286.6,11.3,54.176,299,146,82
25,225.1,10.6,53.952,236.9,146,82
26,224.4,10.7,54.464,236.4,146,82
27,224.6,10.8,55.424,236.5,146,82
28,224.4,12.9,54.144,238.7,146,82
29,253.7,10.8,53.792,265.6,146,82
30,250.6,8.7,54.176,260,146,82
31,236.7,10.7,54.464,248.5,146,82
32,254.4,11.3,54.72,267.1,146,82
33,363.5,11.7,54.432,376.1,146,82
34,225.2,10.3,54.176,236.7,146,82
35,225.4,10.7,54.56,237.4,146,82
36,224.8,10.7,54.208,236.7,146,82
37,224.1,20.1,54.4,245.3,146,82
38,255.2,16.5,54.08,273,146,82
39,224,10.7,54.08,236,146,82
40,223.9,10.3,54.368,235.4,146,82
41,222.3,7.6,54.368,230.7,146,82
42,224.3,10.6,54.464,236.1,146,82
43,223.9,10.7,54.4,235.9,146,82
44,262,11.3,54.432,274.5,146,82
45,269.8,9.1,54.336,279.8,146,82
46,233,8.3,54.272,242.1,146,82
47,224.1,10.4,53.984,235.7,146,82
48,262.1,11,53.92,274.2,146,82
49,224.4,10.7,54.144,236.3,146,82
50,261.8,11.3,53.856,274.2,146,82
51,224.7,10.6,55.488,236.7,146,82
52,229,6,54.528,235.6,146,82
53,283.2,11.3,54.656,295.7,146,82
54,250.4,8.4,54.56,259.6,146,82
55,224.2,10.4,54.656,235.7,146,82
56,271.7,11.2,55.008,284.3,146,82
57,274.7,29.4,54.624,308.5,146,82
58,225,10.8,53.952,237.2,146,82
59,225.1,10.6,54.848,236.9,146,82
60,224.9,10.7,54.112,236.7,146,82
61,270.6,7.9,53.952,279.3,146,82
62,248.9,8,54.304,257.7,146,82
63,252.2,8,53.792,261.1,146,82
64,250.5,8.1,54.336,259.4,146,82
65,252.1,7.8,54.432,260.9,146,82
66,281.9,9,54.112,291.7,146,82
67,246,8,54.08,254.9,146,82
68,251.3,11.5,54.688,264.1,146,82
69,255.1,8.3,54.4,264.2,146,82
70,269.5,8.2,54.464,278.6,146,82
71,257.7,8.2,54.048,266.8,146,82
72,225.8,10.5,53.76,237.6,146,82
73,254.1,11,53.792,266.2,146,82
74,254,8.9,54.368,264,146,82
75,253,8.1,53.952,262.1,146,82
76,252.1,7.9,53.76,260.7,146,82
77,253.3,8,54.656,262,146,82
78,261.4,12.7,54.4,275.6,146,82
79,225.7,10.7,54.656,237.6,146,82
80,222.8,6,54.24,229.4,146,82
81,222.8,5.4,53.664,228.8,146,82
82,343.3,17.5,54.56,362.2,146,82
83,225.8,10.4,55.072,237.3,146,82
84,226.5,10.5,54.208,238.2,146,82
85,226.6,10.5,54.432,238.1,146,82
86,226.3,10.6,54.048,238.2,146,82
87,261.7,11.4,53.984,274.3,146,82
88,261.4,11.4,54.016,274,146,82
89,227.1,10.8,54.4,238.9,146,82
90,226.1,10.6,55.008,237.9,146,82
91,223.8,6.2,53.952,230.7,146,82
92,227,10.9,54.848,239,146,82
93,276.8,11.2,54.528,289,146,82
94,264.1,8.6,54.208,273.6,146,82
95,261.5,8.1,53.728,270.5,146,82
96,251.6,7.8,54.048,260.3,146,82
97,226.3,10.6,54.272,238.3,146,82
98,258.1,11.3,53.952,270.7,146,82
99,251.7,8,54.368,260.5,146,82
100,249.9,8.8,54.336,259.7,146,82
101,245.2,7.9,54.08,253.8,146,82
102,225.3,10.5,54.144,236.9,146,82
103,252.3,10.1,54.016,263.6,146,82
104,250,8.6,54.464,259.5,146,82
105,252.3,8.4,53.824,261.6,146,82
106,260.2,11.3,54.656,272.8,146,82
107,323.9,7.9,54.24,332.8,146,82
108,225.1,10.3,54.24,236.6,146,82
109,224.9,10.5,53.856,236.7,146,82
110,225.7,10.5,55.776,237.5,146,82
111,225,9.1,54.464,235.3,146,82
112,268,10.8,54.368,280,146,82
113,256.4,12,54.528,269.3,146,82
114,261,8.4,53.504,270.5,146,82
115,255.2,8,54.336,263.9,146,82
116,251.7,7.8,54.368,260.3,146,82
117,253,8,53.952,261.8,146,82
118,252.1,7.9,53.728,260.7,146,82
119,225,10.5,54.528,236.7,146,82
120,222.5,6.7,54.112,230,146,82
121,223,6.5,54.112,230,146,82
122,222.4,6.3,54.144,229.3,146,82
