# commit=0c3c0d9
# dirty=true
# gpu=NVIDIA GeForce RTX 4080 SUPER
# grid=512 chunk=16 density=50 scheme=1 seed=9999
# warmup=60 record=200
# present_mode=mailbox
frame,cpu_record_us,cpu_wait_us,gpu_exec_us,frame_wall_us,draw_calls,visible_instances
0,320.9,10.7,555.904,339.4,1769,1024
1,338.5,10.9,556.064,351.4,1769,1024
2,358.5,9.9,556.032,370,1769,1024
3,320.4,10.7,556.608,332.6,1769,1024
4,318.5,11,558.176,330.6,1769,1024
5,321.1,10.6,556.256,333,1769,1024
6,323,16.3,555.456,340.7,1769,1024
7,321.3,10.8,556.16,333.2,1769,1024
8,321,7.3,555.968,329.2,1769,1024
9,327.1,7,556.032,335.1,1769,1024
10,462.2,13.5,558.144,476.6,1769,1024
11,325.8,10.8,555.328,337.6,1769,1024
12,349.6,26.3,556.32,379.7,1769,1024
13,324.6,10.9,555.552,336.8,1769,1024
14,326.6,10.5,555.36,338.5,1769,1024
15,323.4,10.7,557.472,335.5,1769,1024
16,323.1,10.8,556.256,335.1,1769,1024
17,319.8,6.6,555.552,327.1,1769,1024
18,320.3,7,555.68,328.1,1769,1024
19,321.2,10.6,555.936,333.1,1769,1024
20,318.9,6.1,556.256,325.5,1769,1024
21,386.6,10.8,560.16,398.7,1769,1024
22,469.4,13.4,556.288,484.1,1769,1024
23,322.1,10.5,556.288,333.8,1769,1024
24,319.5,7.9,555.008,328.3,1769,1024
25,321.5,10.6,555.648,333.2,1769,1024
26,319.9,6.8,555.776,327.6,1769,1024
27,400.6,29.1,558.176,434.3,1769,1024
28,325,11,556.16,337.3,1769,1024
29,322.8,11,555.712,335,1769,1024
30,321.8,10.9,555.936,334.1,1769,1024
31,318.7,7.3,556.384,327,1769,1024
32,317.8,6.1,556.576,324.5,1769,1024
33,341.9,20.1,557.536,365.1,1769,1024
34,328.6,11,555.872,340.8,1769,1024
35,317.5,6.8,555.52,325,1769,1024
36,321.4,10.8,556.128,333.4,1769,1024
37,319,7.3,556.064,327.4,1769,1024
38,322.1,9.9,555.584,333.1,1769,1024
39,342.9,20.5,556.832,366,1769,1024
40,323.7,10.6,556.064,335.5,1769,1024
41,321.3,10.8,556.064,333.4,1769,1024
42,320,10.7,555.744,331.9,1769,1024
43,324.9,10.7,555.872,336.8,1769,1024
44,317.9,7.9,556.512,326.7,1769,1024
45,353.3,19.8,557.984,376.4,1769,1024
46,323.2,10.8,555.584,335.1,1769,1024
47,319.7,10.5,555.552,331.5,1769,1024
48,317.9,7.4,555.616,326.2,1769,1024
49,325.7,10.7,555.904,337.6,1769,1024
50,352.1,11.4,555.776,364.7,1769,1024
51,325.9,10.7,558.368,337.7,1769,1024
52,319.4,10.7,555.584,331.3,1769,1024
53,323.2,8.3,555.936,332.4,1769,1024
54,320,10.6,556.448,331.9,1769,1024
55,319.6,10.6,556.256,331.3,1769,1024
56,318.2,8.8,555.936,327.7,1769,1024
57,347.4,18.8,556.928,369,1769,1024
58,322.9,11,555.552,335.3,1769,1024
59,373.4,13.2,556.896,387.7,1769,1024
60,321,10.7,555.808,332.9,1769,1024
61,317.8,7.8,555.776,326.5,1769,1024
62,382.1,11.5,556.384,395.1,1769,1024
63,325.5,10.9,557.408,337.7,1769,1024
64,319.8,10.8,555.872,331.7,1769,1024
65,320.3,10.8,555.648,332.2,1769,1024
66,316.8,6,555.904,323.5,1769,1024
67,317.7,6.3,555.488,324.6,1769,1024
68,319.6,10.6,555.616,331.3,1769,1024
69,319.7,10.7,557.76,331.5,1769,1024
70,319.3,10.6,555.968,331.3,1769,1024
71,319.9,10.7,556.384,331.7,1769,1024
72,319.3,10.4,556.288,330.9,1769,1024
73,329.8,11,556.512,342.3,1769,1024
74,319.8,10.6,556.288,331.5,1769,1024
75,352.4,12,556.928,365.7,1769,1024
76,319,10.4,555.712,330.7,1769,1024
77,316.6,7.2,555.584,324.7,1769,1024
78,316.3,5.6,555.424,322.6,1769,1024
79,319.2,10.4,555.776,330.9,1769,1024
80,319.9,10.7,557.024,331.8,1769,1024
81,340.3,20.3,556.384,363.2,1769,1024
82,322.9,11,556.16,335.2,1769,1024
83,318.7,10.4,555.36,330.3,1769,1024
84,316.8,7.7,556.032,325.4,1769,1024
85,317.9,8.9,555.264,327.6,1769,1024
86,317.5,8.2,557.952,326.8,1769,1024
87,319.1,10.5,555.936,330.8,1769,1024
88,319,10.5,556.192,330.6,1769,1024
89,318.6,10.4,555.232,330.1,1769,1024
